,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted,vader_sentiment,vader_positive,vader_negative,vader_neutral,vader_compound
863,50:47.7,@Akes_theGambler had a change of heart - swapped Rory for DJ. Thanks for @Betfair for voiding the Rory bet.,1,positive,dustin johnson,positive,positive,0.153,0.0,0.847,0.4404
864,20:01.3,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",11,positive,adam scott,neutral,positive,0.239,0.0,0.761,0.7845
865,20:01.3,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",11,positive,rickie fowler,neutral,positive,0.239,0.0,0.761,0.7845
866,20:01.3,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",11,positive,justin rose,neutral,positive,0.239,0.0,0.761,0.7845
867,20:01.3,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",11,positive,rory mcilroy,neutral,positive,0.239,0.0,0.761,0.7845
868,21:22.0,Who's the most underpriced player this week? IMO Charl Schwartzel,11,positive,charl schwartzel,neutral,positive,0.224,0.0,0.776,0.3804
869,06:22.3,@RobertLusetich who do you fancy for the #USPGA ?,11,positive,charl schwartzel,neutral,neutral,0.0,0.0,1.0,0.0
870,06:22.3,@RobertLusetich who do you fancy for the #USPGA ?,11,positive,sergio garcia,neutral,neutral,0.0,0.0,1.0,0.0
871,06:22.3,@RobertLusetich who do you fancy for the #USPGA ?,11,positive,jim furyk,neutral,neutral,0.0,0.0,1.0,0.0
872,06:22.3,@RobertLusetich who do you fancy for the #USPGA ?,11,positive,dustin johnson,neutral,neutral,0.0,0.0,1.0,0.0
873,10:53.0,"@gfienberg17 So you know, I like Mickelson, Dustin, and Justin Rose at the PGA. #Baltusrol",1,positive,phil mickelson,positive,positive,0.175,0.0,0.825,0.4144
874,10:53.0,"@gfienberg17 So you know, I like Mickelson, Dustin, and Justin Rose at the PGA. #Baltusrol",1,positive,dustin johnson,positive,positive,0.175,0.0,0.825,0.4144
875,10:53.0,"@gfienberg17 So you know, I like Mickelson, Dustin, and Justin Rose at the PGA. #Baltusrol",1,positive,justin rose,positive,positive,0.175,0.0,0.825,0.4144
876,35:35.4,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,brandt snedeker,neutral,neutral,0.0,0.0,1.0,0.0
877,35:35.4,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,sergio garcia,neutral,neutral,0.0,0.0,1.0,0.0
878,35:35.4,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,jim furyk,neutral,neutral,0.0,0.0,1.0,0.0
879,35:35.4,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,neutral,matt kuchar,neutral,neutral,0.0,0.0,1.0,0.0
880,35:35.4,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,brooks koepka,neutral,neutral,0.0,0.0,1.0,0.0
881,58:14.3,Already on @BrandenGrace at 50/1 for the #PGAChamp and the current odds are generous. Two wins in 2016 and a major threat. Third last year,1,positive,branden grace,positive,positive,0.222,0.111,0.667,0.5423
882,00:13.9,My best antepost bet for the #PGAChampionship is Phil Mickelson at 66/1. Won at #Baltusrol in 2005 and was superb at Troon on his last start,1,positive,phil mickelson,positive,positive,0.343,0.0,0.657,0.9186
883,39:50.9,"Jhonny Vegas has been added to the @DraftKings field. He’s $6,500. I kinda like it. @coachesser",11,neutral,jhonattan vegas,neutral,positive,0.136,0.0,0.864,0.2975
884,24:10.3,Lowest #PGAChamp averages: 69.75 @McIlroyRory 69.90 @JDayGolf 70.50 @TigerWoods 70.68 @JasonDufner 70.81 @HenrikStenson (min. 20 rounds),11,positive,henrik stenson,neutral,negative,0.0,0.148,0.852,-0.3818
885,24:10.3,Lowest #PGAChamp averages: 69.75 @McIlroyRory 69.90 @JDayGolf 70.50 @TigerWoods 70.68 @JasonDufner 70.81 @HenrikStenson (min. 20 rounds),11,positive,rory mcilroy,neutral,negative,0.0,0.148,0.852,-0.3818
886,24:10.3,Lowest #PGAChamp averages: 69.75 @McIlroyRory 69.90 @JDayGolf 70.50 @TigerWoods 70.68 @JasonDufner 70.81 @HenrikStenson (min. 20 rounds),11,positive,jason dufner,neutral,negative,0.0,0.148,0.852,-0.3818
887,24:10.3,Lowest #PGAChamp averages: 69.75 @McIlroyRory 69.90 @JDayGolf 70.50 @TigerWoods 70.68 @JasonDufner 70.81 @HenrikStenson (min. 20 rounds),11,positive,jason day,neutral,negative,0.0,0.148,0.852,-0.3818
888,35:38.8,@The_WinningEdge I have Furyk decidedly better than at least 10 guys priced higher. But haven't dugged yet.,11,positive,henrik stenson,neutral,positive,0.123,0.0,0.877,0.2724
889,35:38.8,@The_WinningEdge I have Furyk decidedly better than at least 10 guys priced higher. But haven't dugged yet.,11,positive,phil mickelson,neutral,positive,0.123,0.0,0.877,0.2724
890,35:38.8,@The_WinningEdge I have Furyk decidedly better than at least 10 guys priced higher. But haven't dugged yet.,11,positive,jim furyk,neutral,positive,0.123,0.0,0.877,0.2724
891,38:38.9,"F&amp;RO - Jeremy Chapman - PGA Championship 3ew McIlroy(9) 2ew Mickelson(22) 1ew Holmes(80), 0.5ew Stricker(125), 0.5ew Baddeley(250) #PGAChamp",11,positive,steve stricker,neutral,positive,0.162,0.0,0.838,0.4404
892,38:38.9,"F&amp;RO - Jeremy Chapman - PGA Championship 3ew McIlroy(9) 2ew Mickelson(22) 1ew Holmes(80), 0.5ew Stricker(125), 0.5ew Baddeley(250) #PGAChamp",11,positive,phil mickelson,neutral,positive,0.162,0.0,0.838,0.4404
893,38:38.9,"F&amp;RO - Jeremy Chapman - PGA Championship 3ew McIlroy(9) 2ew Mickelson(22) 1ew Holmes(80), 0.5ew Stricker(125), 0.5ew Baddeley(250) #PGAChamp",11,positive,rory mcilroy,neutral,positive,0.162,0.0,0.838,0.4404
894,38:38.9,"F&amp;RO - Jeremy Chapman - PGA Championship 3ew McIlroy(9) 2ew Mickelson(22) 1ew Holmes(80), 0.5ew Stricker(125), 0.5ew Baddeley(250) #PGAChamp",11,positive,aaron baddeley,neutral,positive,0.162,0.0,0.838,0.4404
895,38:38.9,"F&amp;RO - Jeremy Chapman - PGA Championship 3ew McIlroy(9) 2ew Mickelson(22) 1ew Holmes(80), 0.5ew Stricker(125), 0.5ew Baddeley(250) #PGAChamp",11,positive,j.b. holmes,neutral,positive,0.162,0.0,0.838,0.4404
896,41:37.4,Phil Mickelson won the 2005 PGA Championship here in 05' and then finished 2nd at three separate U.S Open's hosted at Tillinghast designs.,11,positive,phil mickelson,neutral,positive,0.239,0.0,0.761,0.765
897,44:17.2,"Final PGA stable..... Mcilroy, Schwartzel, Z. Johnson and Hass.",1,positive,rory mcilroy,positive,neutral,0.0,0.0,1.0,0.0
898,44:17.2,"Final PGA stable..... Mcilroy, Schwartzel, Z. Johnson and Hass.",1,positive,charl schwartzel,positive,neutral,0.0,0.0,1.0,0.0
899,44:17.2,"Final PGA stable..... Mcilroy, Schwartzel, Z. Johnson and Hass.",1,positive,zach johnson,positive,neutral,0.0,0.0,1.0,0.0
900,44:17.2,"Final PGA stable..... Mcilroy, Schwartzel, Z. Johnson and Hass.",1,positive,bill haas,positive,neutral,0.0,0.0,1.0,0.0
901,07:43.7,Rory said he would be disappointed not to win the Long Drive. Who's going to tell him that Ben An hit it 347?,11,neutral,byeong hun,neutral,negative,0.0,0.238,0.762,-0.763
902,11:18.2,"Seems weird that people actually have to defend Rory McIlroy. In his past 9 starts, he's finished worse than 12th just once, including a win",11,positive,rory mcilroy,neutral,negative,0.123,0.227,0.649,-0.4939
903,00:58.1,"@gfienberg17 @JoeO670 @PGAChampionship rickie seen at 41-1 on bet365, $$$",1,positive,rickie fowler,positive,neutral,0.0,0.0,1.0,0.0
904,38:23.0,Think @JBHolmesgolf could be worth backing at 74/1 in the #PGAChampionship. Big hitting American was 4th at the Masters and 3rd at the Open,1,positive,j.b. holmes,positive,positive,0.12,0.0,0.88,0.25
905,42:50.3,@gfienberg17 what u think about molinari? He is also cheap on draft kings,11,positive,francesco molinari,neutral,negative,0.0,0.241,0.759,-0.5423
906,44:16.8,@gfienberg17 I'm all in on Rory. Thoughts on Kisner?,1,positive,kevin kisner,positive,neutral,0.0,0.0,1.0,0.0
907,44:16.8,@gfienberg17 I'm all in on Rory. Thoughts on Kisner?,1,positive,jim furyk,positive,neutral,0.0,0.0,1.0,0.0
908,48:28.3,"Most rounds under par in @PGAChampionship since 2009 @McIlroyRory 19 @stevestricker 14 Furyk, @JasonDufner &amp; @RickieFowler 13",11,positive,rory mcilroy,neutral,neutral,0.0,0.0,1.0,0.0
909,48:28.3,"Most rounds under par in @PGAChampionship since 2009 @McIlroyRory 19 @stevestricker 14 Furyk, @JasonDufner &amp; @RickieFowler 13",11,positive,jason dufner,neutral,neutral,0.0,0.0,1.0,0.0
910,48:28.3,"Most rounds under par in @PGAChampionship since 2009 @McIlroyRory 19 @stevestricker 14 Furyk, @JasonDufner &amp; @RickieFowler 13",11,positive,rickie fowler,neutral,neutral,0.0,0.0,1.0,0.0
911,48:28.3,"Most rounds under par in @PGAChampionship since 2009 @McIlroyRory 19 @stevestricker 14 Furyk, @JasonDufner &amp; @RickieFowler 13",11,positive,steve stricker,neutral,neutral,0.0,0.0,1.0,0.0
912,50:37.1,"@gfienberg17 if you could only do 1 top 5 bet, who would it be @PGAChampionship",11,positive,webb simpson,neutral,positive,0.13,0.0,0.87,0.2023
913,50:37.1,"@gfienberg17 if you could only do 1 top 5 bet, who would it be @PGAChampionship",11,positive,russell knox,neutral,positive,0.13,0.0,0.87,0.2023
914,50:37.1,"@gfienberg17 if you could only do 1 top 5 bet, who would it be @PGAChampionship",11,positive,sergio garcia,neutral,positive,0.13,0.0,0.87,0.2023
915,50:37.1,"@gfienberg17 if you could only do 1 top 5 bet, who would it be @PGAChampionship",11,positive,dustin johnson,neutral,positive,0.13,0.0,0.87,0.2023
916,50:37.1,"@gfienberg17 if you could only do 1 top 5 bet, who would it be @PGAChampionship",11,positive,patrick reed,neutral,positive,0.13,0.0,0.87,0.2023
917,00:33.1,Who's going to finish higher in the USPGA this weekend?,11,positive,jordan spieth,neutral,neutral,0.0,0.0,1.0,0.0
918,00:33.1,Who's going to finish higher in the USPGA this weekend?,11,positive,dustin johnson,neutral,neutral,0.0,0.0,1.0,0.0
919,00:33.1,Who's going to finish higher in the USPGA this weekend?,11,positive,rory mcilroy,neutral,neutral,0.0,0.0,1.0,0.0
920,00:33.1,Who's going to finish higher in the USPGA this weekend?,11,positive,jason day,neutral,neutral,0.0,0.0,1.0,0.0
921,38:46.4,"Can see @ScottPiercyPGA going well at 169/1 in the #PGAChampionship. Forget the Open, Piercy's finished runner-up in last 2 PGA tour events",1,positive,scott piercy,positive,positive,0.091,0.083,0.826,0.0516
922,46:09.3,"Only 4 outright bets for the week: Rory, Sergio, Grace, and Charl.",1,positive,sergio garcia,positive,positive,0.438,0.0,0.562,0.7906
923,46:09.3,"Only 4 outright bets for the week: Rory, Sergio, Grace, and Charl.",1,positive,branden grace,positive,positive,0.438,0.0,0.562,0.7906
924,46:09.3,"Only 4 outright bets for the week: Rory, Sergio, Grace, and Charl.",1,positive,charl schwartzel,positive,positive,0.438,0.0,0.562,0.7906
925,46:09.3,"Only 4 outright bets for the week: Rory, Sergio, Grace, and Charl.",1,positive,rory mcilroy,positive,positive,0.438,0.0,0.562,0.7906
926,03:36.7,"well, @MrsGolfOdds has released ... she's has Branden Grace at 50/1 for PGA Championship",11,positive,branden grace,neutral,positive,0.415,0.0,0.585,0.7783
927,16:09.2,@TheMoosenomics Ive also decided to roster Louis. Because someone has to. 0 confidence in that,1,positive,webb simpson,positive,positive,0.202,0.0,0.798,0.5106
928,16:09.2,@TheMoosenomics Ive also decided to roster Louis. Because someone has to. 0 confidence in that,1,positive,louis oosthuizen,positive,positive,0.202,0.0,0.798,0.5106
929,22:10.0,Who do you guys think are the best plays for cash this week on DK? #PGAChampionship,11,positive,andy sullivan,neutral,positive,0.307,0.0,0.693,0.7351
930,22:10.0,Who do you guys think are the best plays for cash this week on DK? #PGAChampionship,11,positive,steve stricker,neutral,positive,0.307,0.0,0.693,0.7351
931,22:10.0,Who do you guys think are the best plays for cash this week on DK? #PGAChampionship,11,positive,charl schwartzel,neutral,positive,0.307,0.0,0.693,0.7351
932,22:10.0,Who do you guys think are the best plays for cash this week on DK? #PGAChampionship,11,positive,sergio garcia,neutral,positive,0.307,0.0,0.693,0.7351
933,22:10.0,Who do you guys think are the best plays for cash this week on DK? #PGAChampionship,11,positive,jason dufner,neutral,positive,0.307,0.0,0.693,0.7351
934,22:10.0,Who do you guys think are the best plays for cash this week on DK? #PGAChampionship,11,positive,dustin johnson,neutral,positive,0.307,0.0,0.693,0.7351
935,22:10.0,Who do you guys think are the best plays for cash this week on DK? #PGAChampionship,11,positive,matt kuchar,neutral,positive,0.307,0.0,0.693,0.7351
936,22:10.0,Who do you guys think are the best plays for cash this week on DK? #PGAChampionship,11,positive,bubba watson,neutral,positive,0.307,0.0,0.693,0.7351
937,25:35.8,"Speaking of rocket science, not exactly going on a limb when I say my faves to win are Rory, JDay &amp; DJ. And for dark horse Stricker &amp; Finau",1,positive,dustin johnson,positive,positive,0.118,0.108,0.774,0.0772
938,25:35.8,"Speaking of rocket science, not exactly going on a limb when I say my faves to win are Rory, JDay &amp; DJ. And for dark horse Stricker &amp; Finau",1,positive,jason day,positive,positive,0.118,0.108,0.774,0.0772
939,25:35.8,"Speaking of rocket science, not exactly going on a limb when I say my faves to win are Rory, JDay &amp; DJ. And for dark horse Stricker &amp; Finau",1,positive,rory mcilroy,positive,positive,0.118,0.108,0.774,0.0772
940,25:35.8,"Speaking of rocket science, not exactly going on a limb when I say my faves to win are Rory, JDay &amp; DJ. And for dark horse Stricker &amp; Finau",1,positive,steve stricker,positive,positive,0.118,0.108,0.774,0.0772
941,25:35.8,"Speaking of rocket science, not exactly going on a limb when I say my faves to win are Rory, JDay &amp; DJ. And for dark horse Stricker &amp; Finau",1,positive,tony finau,positive,positive,0.118,0.108,0.774,0.0772
942,10:55.6,"JDay: “With limited practice &amp; limited prep I've had this week, I'm not coming in expecting a lot. I mean, obviously I'm expecting to win.""",11,positive,jason day,neutral,negative,0.0,0.25,0.75,-0.7906
943,12:28.4,"no energy for a betting article, main bets: Garcia, Woodland, Holmes, Sneds, Ben An, Piercy Top Ten: An, Woodland, Piercy Top 20: Castro",1,positive,j.b. holmes,positive,positive,0.437,0.068,0.495,0.8979
944,12:28.4,"no energy for a betting article, main bets: Garcia, Woodland, Holmes, Sneds, Ben An, Piercy Top Ten: An, Woodland, Piercy Top 20: Castro",1,positive,roberto castro,positive,positive,0.437,0.068,0.495,0.8979
945,12:28.4,"no energy for a betting article, main bets: Garcia, Woodland, Holmes, Sneds, Ben An, Piercy Top Ten: An, Woodland, Piercy Top 20: Castro",1,neutral,byeong hun,positive,positive,0.437,0.068,0.495,0.8979
946,12:28.4,"no energy for a betting article, main bets: Garcia, Woodland, Holmes, Sneds, Ben An, Piercy Top Ten: An, Woodland, Piercy Top 20: Castro",1,positive,scott piercy,positive,positive,0.437,0.068,0.495,0.8979
947,12:28.4,"no energy for a betting article, main bets: Garcia, Woodland, Holmes, Sneds, Ben An, Piercy Top Ten: An, Woodland, Piercy Top 20: Castro",1,positive,brandt snedeker,positive,positive,0.437,0.068,0.495,0.8979
948,12:28.4,"no energy for a betting article, main bets: Garcia, Woodland, Holmes, Sneds, Ben An, Piercy Top Ten: An, Woodland, Piercy Top 20: Castro",1,positive,gary woodland,positive,positive,0.437,0.068,0.495,0.8979
949,12:28.4,"no energy for a betting article, main bets: Garcia, Woodland, Holmes, Sneds, Ben An, Piercy Top Ten: An, Woodland, Piercy Top 20: Castro",1,positive,sergio garcia,positive,positive,0.437,0.068,0.495,0.8979
950,14:19.2,"I'm eyeing a bunch of guys who I'll back if they drift above 100 tonight (Oosty, Finau, Piercy)",1,positive,scott piercy,positive,neutral,0.0,0.0,1.0,0.0
951,14:19.2,"I'm eyeing a bunch of guys who I'll back if they drift above 100 tonight (Oosty, Finau, Piercy)",1,positive,louis oosthuizen,positive,neutral,0.0,0.0,1.0,0.0
952,14:19.2,"I'm eyeing a bunch of guys who I'll back if they drift above 100 tonight (Oosty, Finau, Piercy)",1,positive,tony finau,positive,neutral,0.0,0.0,1.0,0.0
953,25:48.5,Out on course 4 1st time. @JDayGolf conserving energy. Playing on feel &amp; instinct. Throwing darts. He will b ready2 defend @PGAChampionship,11,positive,jason day,neutral,positive,0.178,0.0,0.822,0.4404
954,27:34.0,"So since the Northern Trust, 23 events, the average draft kings salary for the winner has been 9400. That leads us right to Sergio Garcia...",11,positive,sergio garcia,neutral,positive,0.335,0.0,0.665,0.9022
955,29:47.4,"Buying: Fowler, Rory, Reed, Charl, An, Woodland Selling: Day, Spieth, Keegan, Furyk #PGA #DFS",1,positive,rickie fowler,positive,neutral,0.0,0.0,1.0,0.0
956,29:47.4,"Buying: Fowler, Rory, Reed, Charl, An, Woodland Selling: Day, Spieth, Keegan, Furyk #PGA #DFS",1,positive,patrick reed,positive,neutral,0.0,0.0,1.0,0.0
957,29:47.4,"Buying: Fowler, Rory, Reed, Charl, An, Woodland Selling: Day, Spieth, Keegan, Furyk #PGA #DFS",1,positive,rory mcilroy,positive,neutral,0.0,0.0,1.0,0.0
958,29:47.4,"Buying: Fowler, Rory, Reed, Charl, An, Woodland Selling: Day, Spieth, Keegan, Furyk #PGA #DFS",1,positive,gary woodland,positive,neutral,0.0,0.0,1.0,0.0
959,29:47.4,"Buying: Fowler, Rory, Reed, Charl, An, Woodland Selling: Day, Spieth, Keegan, Furyk #PGA #DFS",1,neutral,byeong hun,positive,neutral,0.0,0.0,1.0,0.0
960,33:58.6,Most rounds under par in majors last 5 years: @McIlroyRory 36 @JustinRose99 35 @henrikstenson 34 @DJohnsonPGA 30 Adam Scott 30,11,positive,henrik stenson,neutral,neutral,0.0,0.0,1.0,0.0
961,33:58.6,Most rounds under par in majors last 5 years: @McIlroyRory 36 @JustinRose99 35 @henrikstenson 34 @DJohnsonPGA 30 Adam Scott 30,11,positive,rory mcilroy,neutral,neutral,0.0,0.0,1.0,0.0
962,33:58.6,Most rounds under par in majors last 5 years: @McIlroyRory 36 @JustinRose99 35 @henrikstenson 34 @DJohnsonPGA 30 Adam Scott 30,11,positive,dustin johnson,neutral,neutral,0.0,0.0,1.0,0.0
963,33:58.6,Most rounds under par in majors last 5 years: @McIlroyRory 36 @JustinRose99 35 @henrikstenson 34 @DJohnsonPGA 30 Adam Scott 30,11,positive,justin rose,neutral,neutral,0.0,0.0,1.0,0.0
964,33:58.6,Most rounds under par in majors last 5 years: @McIlroyRory 36 @JustinRose99 35 @henrikstenson 34 @DJohnsonPGA 30 Adam Scott 30,11,positive,adam scott,neutral,neutral,0.0,0.0,1.0,0.0
965,22:19.1,Worried about Jason Day? Played one ball in practice today. I unofficially had him -5. @PGAChampionship,11,positive,jason day,neutral,negative,0.127,0.185,0.688,-0.2732
