,created_on,message,player,sentiment_12h_database
1226,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,william mcgirt,positive
1227,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,branden grace,positive
1228,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,jordan spieth,positive
1229,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,rickie fowler,positive
1230,2016-07-13 18:58:09.718,"@Daj5mg - The last times Els missed the cut at both the Masters and the U.S. Open in the same year, he finished T11 and T8 at the @TheOpen",ernie els,neutral
1231,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",jason day,positive
1232,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",dustin johnson,positive
1233,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",phil mickelson,positive
1234,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",andy sullivan,positive
1235,2016-07-13 19:28:34.713,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",martin kaymer,positive
1236,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",michael johnson,neutral
1237,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",taylor moore,neutral
1238,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",adam cornelson,neutral
1239,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",jhonattan vegas,positive
1240,2016-07-18 15:10:57.660,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",richard h.,neutral
1241,2016-07-18 15:32:28.108,"First field ▲s at @RBCCanadianOpen, part 1 of 2: OUT @Abraham_Ancer (bumped to 1st ALT) @carballotati (bumped to 2nd ALT) @mattjonesgolf",matt jones,neutral
1242,2016-07-18 15:32:28.108,"First field ▲s at @RBCCanadianOpen, part 1 of 2: OUT @Abraham_Ancer (bumped to 1st ALT) @carballotati (bumped to 2nd ALT) @mattjonesgolf",abraham ancer,neutral
1243,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",brandt snedeker,positive
1244,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",tom hoge,positive
1245,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",david hearn,positive
1246,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",jim furyk,positive
1247,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",jason day,positive
1248,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",dustin johnson,positive
1249,2016-07-18 16:30:11.622,"Form, History, Trends &amp; Stats for the Canadian Open: https://t.co/5FetRhs2cS",matt kuchar,positive
1250,2016-07-18 16:40:22.771,"Damn....was calling Si Woo Kim ""See"" last night. Addled brain due to over-tweeting. Wonder if he can go well in Canada?",si woo,neutral
1251,2016-07-18 17:01:24.898,"Roberto Castro 80-1 e/w... led field in SG: tee to green last week (barbasol), pretty decent par 5 scorer, 6th here in 2013",roberto castro,positive
1252,2016-07-18 17:02:15.222,Absolutely astounded to see 90/1 on one man in particular. Would have thought this course would be pretty perfect and expected 50/1 tops,colt knost,positive
1253,2016-07-18 17:50:58.660,"Mike Weir at $6,600. Really getting a bump for home field advantage this week.",mike weir,neutral
1254,2016-07-18 17:52:49.673,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",graham delaet,positive
1255,2016-07-18 17:52:49.673,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1"," jr.""",neutral
1256,2016-07-18 17:52:49.673,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",colt knost,positive
1257,2016-07-18 17:55:58.516,"Grillo only $8500 on DK, looks like we know our top-owned golfer this week.",emiliano grillo,positive
1258,2016-07-18 18:14:09.469,Really keen on @BrandtSnedeker at 28/1 to win @RBCCanadianOpen. Comes in off a solid Open and Snedeker has a win and 5th place at Glen Abbey,brandt snedeker,positive
1259,2016-07-18 18:43:29.325,Hoge 225/1 and Wilkinson 225/1 are under valued too. The T5/T10/T20 market for them should be juicy.,tim wilkinson,positive
1260,2016-07-18 18:43:29.325,Hoge 225/1 and Wilkinson 225/1 are under valued too. The T5/T10/T20 market for them should be juicy.,tom hoge,positive
1261,2016-07-18 18:45:26.670,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),william mcgirt,positive
1262,2016-07-18 18:45:26.670,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),kyung tae,neutral
1263,2016-07-18 18:45:26.670,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),matthew fitzpatrick,positive
1264,2016-07-18 18:45:26.670,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),graham delaet,positive
1265,2016-07-18 19:34:05.296,@ZdubbsGolf Gonna go ahead and call your boy Varner as a serious threat to take it down this week,harold varner,positive
1266,2016-07-19 13:26:46.602,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",roberto castro,positive
1267,2016-07-19 13:26:46.602,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",david hearn,positive
1268,2016-07-19 13:26:46.602,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",william mcgirt,positive
1269,2016-07-19 13:26:46.602,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",daniel summerhays,positive
1270,2016-07-19 13:51:27.314,"Yet again, Kyle Reifers checks all the boxes for me this week (well, except for course history - but he did finish T20 at the Memorial)",kyle reifers,positive
1271,2016-07-19 14:19:04.753,Roberto Castro looks like the perfect GPP pivot from Grillo.,emiliano grillo,positive
1272,2016-07-19 14:19:04.753,Roberto Castro looks like the perfect GPP pivot from Grillo.,roberto castro,positive
1273,2016-07-19 15:02:44.612,"McGirt has two runner-ups in 5 appearances in Canada, and never missed a cut (T34/2015, T25/2014, T2/2013, T2/2012, T59/2011)",william mcgirt,positive
1274,2016-07-19 15:07:05.777,KT Kim has recorded seven wins in the past 12 months on the Japan Golf Tour,kyung tae,neutral
1275,2016-07-19 15:11:19.373,".@PGATOUR fans get first look at @Dmccarthygolf of @PGATOURCanada @RBCCanadianOpen -- 3 wins in 6 starts, 67.42 scoring average. #PGATour",daniel mccarthy,positive
1276,2016-07-19 16:10:38.232,POLL: 2 fav guys under $7k this week. I'll go Fitz and Herman. You?,jim herman,neutral
1277,2016-07-19 16:10:38.232,POLL: 2 fav guys under $7k this week. I'll go Fitz and Herman. You?,matthew fitzpatrick,positive
1278,2016-07-19 16:18:49.584,"There are a lot of overpriced golfers this week, but one who is underpriced near the top-tier is Charley Hoffman.",charley hoffman,positive
1279,2016-07-19 16:20:05.461,"Usually don't want to be on a guy just off a playoff loss, but won't be able to live w/ myself is Si Woo breaks thru here. 100-1 is in.",si woo,neutral
1280,2016-07-19 16:30:11.419,"I think it's Alex Cejka week; he can scramble, has good par 5 scoring as well as birdie or better %. Cejka &amp; Villegas are your S&amp;S bookends.",camilo villegas,positive
1281,2016-07-19 16:30:11.419,"I think it's Alex Cejka week; he can scramble, has good par 5 scoring as well as birdie or better %. Cejka &amp; Villegas are your S&amp;S bookends.",alex cejka,positive
1282,2016-07-19 16:33:24.490,Today's first field ▲ at the @RBCCanadianOpen: OUT @BrianGayPGA IN @Abraham_Ancer (alternate),brian gay,neutral
1283,2016-07-19 16:35:18.662,@ThePME harman and blixt,brian harman,neutral
1284,2016-07-19 16:35:18.662,@ThePME harman and blixt,jonas blixt,positive
1285,2016-07-19 16:43:45.945,Anyone who tells you to make @RBCCanadianOpen GPP lineups this week that do not include either Day or DJ is absolutely nuts fyi,jason day,positive
1286,2016-07-19 16:43:45.945,Anyone who tells you to make @RBCCanadianOpen GPP lineups this week that do not include either Day or DJ is absolutely nuts fyi,dustin johnson,positive
1287,2016-07-19 16:47:11.825,Watch Chris Kirk win this week when absolutely zero % of us are on him.....,chris kirk,positive
1288,2016-07-19 16:48:35.783,@ThePME Campbell &amp; Campbell,chad campbell,positive
1289,2016-07-19 16:49:30.326,"@ThePME blixt, Cauley, and Campbell",bud cauley,positive
1290,2016-07-19 16:49:30.326,"@ThePME blixt, Cauley, and Campbell",chad campbell,positive
1291,2016-07-19 16:49:30.326,"@ThePME blixt, Cauley, and Campbell",jonas blixt,positive
1292,2016-07-19 17:28:33.995,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,charley hoffman,positive
1293,2016-07-19 17:28:33.995,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,david hearn,positive
1294,2016-07-19 17:28:33.995,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,brian harman,neutral
1295,2016-07-19 17:28:33.995,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,matthew fitzpatrick,positive
1296,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,chris kirk,positive
1297,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,tony finau,positive
1298,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,brian harman,neutral
1299,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,matthew fitzpatrick,positive
1300,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,colt knost,positive
1301,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,william mcgirt,positive
1302,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,harold varner,positive
1303,2016-07-19 17:30:16.141,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,si woo,neutral
1304,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",harold varner,positive
1305,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",kevin streelman,positive
1306,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",william mcgirt,positive
1307,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",si woo,neutral
1308,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",jonas blixt,positive
1309,2016-07-19 17:37:32.508,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",chris kirk,positive
1310,2016-07-19 18:31:25.180,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",kevin kisner,positive
1311,2016-07-19 18:31:25.180,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",emiliano grillo,positive
1312,2016-07-19 18:31:25.180,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",roberto castro,positive
1313,2016-07-19 19:22:22.945,Gone with @stewartcink at 269/1 in the @RBCCanadianOpen. Class act on his day and has fond memories of Glen Abbey. Finished 5th and 4th here,stewart cink,neutral
1314,2016-07-19 19:30:36.465,Backed @WilliamMcGirt at 54/1 in the @RBCCanadianOpen. McGirt recently won his first @PGATOUR event and finished second here in 2013,william mcgirt,positive
1315,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,jimmy walker,positive
1316,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,chad campbell,positive
1317,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,jason day,positive
1318,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,matthew fitzpatrick,positive
1319,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,brian harman,positive
1320,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,graham delaet,positive
1321,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,morgan hoffmann,positive
1322,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,michael kim,positive
1323,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,kevin kisner,positive
1324,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,william mcgirt,positive
1325,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,daniel summerhays,positive
1326,2016-07-20 13:24:58.218,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,charley hoffman,positive
1327,2016-07-20 14:06:07.849,"Bold (notsobold for @RBCCanadianOpen ) fade of the week: Danny Lee. 71 in SGT, 111 in scoring avg. both stats that showed up. #hellwinnow",danny lee,positive
1328,2016-07-20 14:10:32.163,"Also totally get why people are high on Hadwin, but use @FGMetrics average price tool for him. Similar to when Chappell was $9600",adam hadwin,positive
